rmin[km]	rmax[km]	DRlayer[km]	DRlayer_DRcr	zlayer[km]	zlayer_zdrip	Mblayer[solarmass]	Mblayer_Mbcr	Mlayer[solarmass]	Mlayer_Mcr	DNlayer	DNlayer_DN
12.490	12.500	1.027e-02	2.177e-02	0.013	2.167e-02	3.676e-11	8.238e-07	3.006e-11	8.299e-07	4.364e+46	8.238e-07
12.452	12.490	3.794e-02	8.044e-02	0.059	1.018e-01	4.432e-09	9.933e-05	3.623e-09	1.000e-04	5.262e+48	9.933e-05
12.451	12.452	7.507e-04	1.591e-03	0.060	1.034e-01	2.421e-10	5.427e-06	1.979e-10	5.464e-06	2.875e+47	5.427e-06
12.412	12.451	3.854e-02	8.172e-02	0.107	1.849e-01	3.315e-08	7.430e-04	2.708e-08	7.477e-04	3.936e+49	7.430e-04
12.409	12.412	3.452e-03	7.319e-03	0.111	1.923e-01	5.977e-09	1.339e-04	4.881e-09	1.348e-04	7.096e+48	1.339e-04
12.385	12.409	2.389e-02	5.064e-02	0.141	2.429e-01	6.443e-08	1.444e-03	5.260e-08	1.452e-03	7.649e+49	1.444e-03
12.326	12.385	5.945e-02	1.260e-01	0.214	3.687e-01	4.691e-07	1.051e-02	3.826e-07	1.056e-02	5.569e+50	1.051e-02
12.270	12.325	5.507e-02	1.168e-01	0.281	4.856e-01	1.224e-06	2.743e-02	9.970e-07	2.753e-02	1.453e+51	2.743e-02
12.220	12.270	5.029e-02	1.066e-01	0.343	5.924e-01	2.400e-06	5.379e-02	1.953e-06	5.393e-02	2.850e+51	5.379e-02
12.139	12.220	8.139e-02	1.726e-01	0.443	7.654e-01	8.708e-06	1.952e-01	7.077e-06	1.954e-01	1.034e+52	1.952e-01
12.118	12.138	2.013e-02	4.268e-02	0.468	8.085e-01	3.535e-06	7.923e-02	2.870e-06	7.924e-02	4.197e+51	7.923e-02
12.097	12.118	2.080e-02	4.410e-02	0.494	8.530e-01	4.593e-06	1.029e-01	3.727e-06	1.029e-01	5.452e+51	1.029e-01
12.041	12.097	5.664e-02	1.201e-01	0.564	9.738e-01	1.817e-05	4.072e-01	1.473e-05	4.067e-01	2.157e+52	4.072e-01
12.028	12.040	1.215e-02	2.576e-02	0.579	1.000e+00	5.280e-06	1.183e-01	4.278e-06	1.181e-01	6.268e+51	1.183e-01
