rmin[km]	rmax[km]	DRlayer[km]	DRlayer_DRcr	zlayer[km]	zlayer_zdrip	Mblayer[solarmass]	Mblayer_Mbcr	Mlayer[solarmass]	Mlayer_Mcr	DNlayer	DNlayer_DN
12.490	12.500	1.027e-02	2.177e-02	0.013	2.167e-02	3.676e-11	7.678e-07	3.006e-11	7.736e-07	4.364e+46	7.678e-07
12.452	12.490	3.794e-02	8.043e-02	0.059	1.018e-01	4.432e-09	9.258e-05	3.623e-09	9.326e-05	5.262e+48	9.258e-05
12.451	12.452	7.507e-04	1.591e-03	0.060	1.034e-01	2.421e-10	5.058e-06	1.979e-10	5.094e-06	2.875e+47	5.058e-06
12.412	12.451	3.854e-02	8.171e-02	0.107	1.849e-01	3.315e-08	6.925e-04	2.708e-08	6.971e-04	3.936e+49	6.925e-04
12.409	12.412	3.452e-03	7.318e-03	0.111	1.923e-01	5.977e-09	1.248e-04	4.881e-09	1.256e-04	7.096e+48	1.248e-04
12.385	12.409	2.389e-02	5.064e-02	0.141	2.428e-01	6.443e-08	1.346e-03	5.260e-08	1.354e-03	7.649e+49	1.346e-03
12.326	12.385	5.945e-02	1.260e-01	0.214	3.687e-01	4.691e-07	9.798e-03	3.826e-07	9.847e-03	5.569e+50	9.798e-03
12.312	12.325	1.299e-02	2.755e-02	0.230	3.964e-01	2.010e-07	4.199e-03	1.639e-07	4.217e-03	2.387e+50	4.199e-03
12.265	12.312	4.699e-02	9.961e-02	0.287	4.960e-01	1.235e-06	2.579e-02	1.006e-06	2.589e-02	1.466e+51	2.579e-02
12.244	12.265	2.170e-02	4.601e-02	0.314	5.422e-01	9.408e-07	1.965e-02	7.658e-07	1.971e-02	1.117e+51	1.965e-02
12.152	12.244	9.120e-02	1.933e-01	0.426	7.360e-01	8.263e-06	1.726e-01	6.718e-06	1.729e-01	9.810e+51	1.726e-01
12.121	12.152	3.076e-02	6.521e-02	0.464	8.016e-01	5.386e-06	1.125e-01	4.374e-06	1.126e-01	6.395e+51	1.125e-01
12.089	12.121	3.248e-02	6.886e-02	0.505	8.710e-01	7.892e-06	1.649e-01	6.404e-06	1.648e-01	9.370e+51	1.649e-01
12.053	12.089	3.579e-02	7.587e-02	0.549	9.474e-01	1.215e-05	2.537e-01	9.850e-06	2.535e-01	1.442e+52	2.537e-01
12.028	12.053	2.455e-02	5.204e-02	0.579	1.000e+00	1.109e-05	2.317e-01	8.987e-06	2.313e-01	1.317e+52	2.317e-01
