rmin[km]	rmax[km]	DRlayer[km]	DRlayer_DRcr	zlayer[km]	zlayer_zdrip	Mblayer[solarmass]	Mblayer_Mbcr	Mlayer[solarmass]	Mlayer_Mcr	DNlayer	DNlayer_DN
12.496	12.500	4.374e-03	9.203e-03	0.005	9.158e-03	3.409e-08	3.014e-04	2.788e-08	3.034e-04	4.047e+49	3.014e-04
12.450	12.496	4.596e-02	9.669e-02	0.062	1.054e-01	1.287e-06	1.138e-02	1.052e-06	1.145e-02	1.528e+51	1.138e-02
12.422	12.450	2.723e-02	5.729e-02	0.095	1.626e-01	1.543e-06	1.364e-02	1.261e-06	1.372e-02	1.832e+51	1.364e-02
12.370	12.422	5.183e-02	1.091e-01	0.159	2.715e-01	4.583e-06	4.053e-02	3.742e-06	4.071e-02	5.441e+51	4.053e-02
12.313	12.370	5.758e-02	1.211e-01	0.229	3.927e-01	7.757e-06	6.859e-02	6.326e-06	6.883e-02	9.209e+51	6.859e-02
12.288	12.313	2.505e-02	5.270e-02	0.260	4.456e-01	4.363e-06	3.858e-02	3.555e-06	3.868e-02	5.180e+51	3.858e-02
12.262	12.287	2.594e-02	5.458e-02	0.292	5.005e-01	5.243e-06	4.636e-02	4.270e-06	4.646e-02	6.224e+51	4.636e-02
12.240	12.261	2.158e-02	4.541e-02	0.319	5.463e-01	4.964e-06	4.389e-02	4.041e-06	4.397e-02	5.893e+51	4.389e-02
12.176	12.240	6.406e-02	1.348e-01	0.398	6.816e-01	1.796e-05	1.588e-01	1.460e-05	1.589e-01	2.132e+52	1.588e-01
12.144	12.175	3.090e-02	6.501e-02	0.436	7.472e-01	1.044e-05	9.230e-02	8.481e-06	9.228e-02	1.239e+52	9.230e-02
12.114	12.144	2.982e-02	6.275e-02	0.473	8.106e-01	1.139e-05	1.007e-01	9.248e-06	1.006e-01	1.352e+52	1.007e-01
12.083	12.114	3.127e-02	6.579e-02	0.512	8.771e-01	1.347e-05	1.191e-01	1.092e-05	1.189e-01	1.599e+52	1.191e-01
12.048	12.083	3.460e-02	7.280e-02	0.555	9.507e-01	1.686e-05	1.491e-01	1.367e-05	1.488e-01	2.002e+52	1.491e-01
12.025	12.048	2.303e-02	4.845e-02	0.584	1.000e+00	1.255e-05	1.109e-01	1.017e-05	1.106e-01	1.490e+52	1.109e-01
