rmin[km]	rmax[km]	DRlayer[km]	DRlayer_DRcr	zlayer[km]	zlayer_zdrip	Mblayer[solarmass]	Mblayer_Mbcr	Mlayer[solarmass]	Mlayer_Mcr	DNlayer	DNlayer_DN
12.495	12.500	4.892e-03	1.030e-02	0.006	1.025e-02	2.855e-08	3.435e-04	2.336e-08	3.458e-04	3.390e+49	3.435e-04
12.448	12.495	4.755e-02	1.001e-01	0.064	1.099e-01	1.016e-06	1.222e-02	8.306e-07	1.230e-02	1.206e+51	1.222e-02
12.444	12.448	3.257e-03	6.858e-03	0.068	1.169e-01	1.161e-07	1.397e-03	9.490e-08	1.405e-03	1.379e+50	1.397e-03
12.424	12.444	1.989e-02	4.187e-02	0.093	1.587e-01	8.521e-07	1.025e-02	6.962e-07	1.031e-02	1.012e+51	1.025e-02
12.372	12.424	5.179e-02	1.090e-01	0.156	2.676e-01	3.341e-06	4.020e-02	2.728e-06	4.038e-02	3.967e+51	4.020e-02
12.315	12.372	5.761e-02	1.213e-01	0.227	3.889e-01	5.709e-06	6.868e-02	4.655e-06	6.892e-02	6.778e+51	6.868e-02
12.261	12.315	5.328e-02	1.122e-01	0.292	5.013e-01	7.327e-06	8.815e-02	5.969e-06	8.836e-02	8.699e+51	8.815e-02
12.210	12.261	5.131e-02	1.080e-01	0.356	6.097e-01	9.149e-06	1.101e-01	7.445e-06	1.102e-01	1.086e+52	1.101e-01
12.173	12.210	3.651e-02	7.688e-02	0.401	6.871e-01	8.008e-06	9.633e-02	6.510e-06	9.637e-02	9.507e+51	9.633e-02
12.144	12.173	2.874e-02	6.051e-02	0.436	7.482e-01	7.218e-06	8.683e-02	5.864e-06	8.681e-02	8.569e+51	8.683e-02
12.115	12.144	2.932e-02	6.173e-02	0.473	8.106e-01	8.299e-06	9.983e-02	6.738e-06	9.974e-02	9.852e+51	9.983e-02
12.077	12.114	3.697e-02	7.785e-02	0.519	8.892e-01	1.190e-05	1.431e-01	9.651e-06	1.429e-01	1.412e+52	1.431e-01
12.051	12.077	2.602e-02	5.479e-02	0.551	9.448e-01	9.441e-06	1.136e-01	7.654e-06	1.133e-01	1.121e+52	1.136e-01
12.030	12.051	2.115e-02	4.454e-02	0.578	9.901e-01	8.297e-06	9.981e-02	6.723e-06	9.953e-02	9.850e+51	9.981e-02
12.025	12.029	4.394e-03	9.252e-03	0.583	1.000e+00	1.839e-06	2.213e-02	1.490e-06	2.206e-02	2.184e+51	2.213e-02
